name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1
Elida Natural ASD (Panama),Geisha Coffee Roaster,Medium-Light,United States,Boquete Growing Region,Western Panama,3.25,93,21-May,"Rich, deep, resoundingly lactic and pungent. Distinct dark chocolate, blue cheese, lily-like flowers, vanilla, pipe tobacco. Savory sweet structure; tangy acidity. Plush, velvety mouthfeel. The chocolate and blue cheese notes sustain in a surprisingly balanced, harmonic finish. "
Ethiopia Oromia Anaerobic Natural,Nine Point Coffee,Medium,Taiwan,Guji Zone,Oromia Region,7.11,93,21-May,"Roasty-sweet, floral-toned. Golden raisin, gently scorched cedar, dark chocolate, freesia-like flowers, molasses in aroma and cup. Crisply sweet structure with brisk acidity; satiny mouthfeel. Very sweet, long finish with pleasing notes of dark chocolate, freesia, and a complicating hint of smokiness."
Villa Loyola Carbonic Maceration,PT's Coffee Roasting Co.,Medium-Light,United States,Pasto,Nariño Department,5.88,93,21-May,"Crisply sweet, subtly multi-layered. Date, baking chocolate, lemon verbena, narcissus, fresh-cut fir in aroma and cup. Sweet-tart structure with gently brisk acidity; satiny mouthfeel. Floral, sweetly herbaceous finish."
Castillo El Paraiso,Steady State Roasting,Medium-Light,United States,Cauca Department,Colombia,8.82,93,21-May,"Intensely fruit-forward, high-toned. Passion fruit, cocoa nib, mango custard, oak, a hint of thyme in aroma and cup. Crisply tart-leaning structure with citrusy acidity; lightly velvety mouthfeel. Quietly fruit-driven finish."
Ethiopia Yirgacheffe Israel Degfa Natural Gr.1,CofFeeling,Medium-Light,Taiwan,Yirgachefffe Growing Region,Southern Ethiopia,6.34,94,21-May,"Evaluated as espresso. Sweetly tart, fruit-toned. Tangerine zest, tamarind, cocoa powder, molasses, sandalwood in aroma and small cup. Plush, syrupy mouthfeel; chocolaty, tangy-fruit finish. The milk shot is bright, balanced, and juicy, leading with notes of cocoa powder and tamarind, rounding to molasses in the long."
Sweet Collection Blend,CofFeeling,Medium-Light,Taiwan,Colombia,Guatemala,5.64,93,21-May,"Evaluated as espresso. Rich-toned, gently fruit-forward. Pomegranate, baking chocolate, narcissus, cedar, almond butter in aroma and small cup. Crisp, velvety mouthfeel; chocolaty, subtly fruit-toned finish. In three parts milk, tart fruit notes soften and baking chocolate and narcissus come forward."
Kenya Nyeri Gachatha Washed AB,Kakalove Cafe,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,4.6,94,21-Jun,"Sweetly spice-toned, floral. Wisteria, dark chocolate, black currant, marjoram, pink grapefruit zest in aroma and cup. Sweetly rich, tart structure with vibrant acidity; full, satiny-smooth mouthfeel. Notes of star wisteria and black currant carry the sweet, deep-toned finish."
Rwanda Natural Rutsiro Bugoyi 60-hour Fermentation,Kakalove Cafe,Medium-Light,Taiwan,Rutsiro,Western Province,4.25,93,21-Jun,"Richly sweet-savory. Grape candy, cocoa nib, lemon verbena, gardenia, a hint of yogurt in aroma and cup. Sweet-savory structure with brisk acidity; full, creamy mouthfeel. Quiet, fruity finish with undertones of sweet herbs."
Ethiopia Yirgacheffe G1 Mulugeta Tsige,GK Coffee,Medium-Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,8,95,21-Jun,"Lyrically sweet, gently herb-toned, very complex. Bergamot, star jasmine, cocoa nib, sandalwood, marjoram in aroma and cup. Sweet-tart structure with high-toned, juicy acidity; silky, vibrant mouthfeel. Sweetly herbaceous finish with notes of marjoram supported by cocoa nib."
Kenya AA Top Gathambi Station,GK Coffee,Medium-Light,Taiwan,Kirinyaga,Kenya,8.8,94,21-Jun,"Deep-toned, richly sweet-savory. Tamarind, hop flowers, brown sugar, cedar, lemon verbena in aroma and cup. Balanced, bittersweet structure with bright, lively acidity; syrupy-smooth mouthfeel. The finish consolidates to notes of brown sugar, tamarind and cedar."
Ethiopia Guji Gerba Station G1 Natural Espresso,GK Coffee,Medium-Light,Taiwan,Gerbicho Rogicha,Bule Hora District,7.2,94,21-Jun,"Evaluated as espresso. Fruit-forward, floral-toned. Narcissus, dried apricot, dark chocolate, hazelnut butter, cedar in aroma and small cup. Creamy, viscous mouthfeel; crisply chocolaty and fruit-centered finish. In three parts milk, floral notes take center stage supported by dark chocolate."
Ethiopia Uraga Washed G1,RamsHead Coffee Roasters,Medium-Light,United States,Guji Zone,Oromia Region,5.28,94,21-May,"Juicy, bright, intricately balanced. Apricot, cocoa nib, jasmine, maple syrup, almond butter in aroma and cup. Crisply sweet-tart with bright, citrusy acidity; delicate, silky-smooth mouthfeel. Cocoa- and fruit-toned finish with hints of jasmine."
Rwanda Nyruzisa Station,Jackrabbit Java,Medium-Light,United States,Nyamagabe District,Southern Province,4.12,92,21-May,"Delicately sweet, crisply floral. Narcissus, pear, macadamia nut, cocoa nib, cedar in aroma and cup. Sweet-toned structure with pert acidity; velvety-smooth mouthfeel. A nougat note surfaces in the floral-toned finish."
Kenya Lenana AA Plus,RamsHead Coffee Roasters,Medium-Light,United States,Mount Kenya Growing Region,Kenya,5.28,92,21-May,"Crisply sweet-tart, deeply aromatic. Cocoa powder, date, hazelnut, hop flowers, molasses in aroma and cup. Richly bittersweet structure with brisk acidity; viscous, creamy mouthfeel. The finish consolidates to cocoa-toned hazelnut and molasses."
Ethiopia Sidamo Natural Water Decaf,Jackrabbit Java,Medium-Light,United States,Guji Zone,Oromia Region,4.12,91,21-May,"Deep-toned, chocolaty. Baking chocolate, date, almond butter, fresh-cut oak, agave syrup in aroma and cup. Sweet-toned structure with gentle, round acidity; full, satiny mouthfeel. Crisp, chocolaty finish with undertones of almond and date."
Grizzly Peak Blend,RamsHead Coffee Roasters,Medium-Light,United States,El Salvador,Colombia,4.69,92,21-May,"Crisply sweet, chocolaty. Baking chocolate, lily, gently scorched oak, molasses, raisin in aroma and cup. Sweet-toned structure with gentle, round acidity; very full, syrupy mouthfeel. The finish centers around crisp chocolate and lily notes with undertones of gently smoky oak."
Kenya Karindudu AA,Big Shoulders Coffee,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,6.47,95,21-May,"Deep-toned, floral and chocolaty. Dark chocolate, honeysuckle, tamarind, mulberry, fresh-cut oak in aroma and cup. Sweet-savory structure with gentle, rounded but vibrant acidity; very syrupy, viscous mouthfeel. Long, lingering, balanced, flavor-saturated finish."
Colombia Cardona Natural,Nostalgia Coffee Roasters,Light,United States,Santa Barbara,Antioquia Department,7.35,94,21-May,"Richly fruit-toned, sweetly fermenty. Raspberry coulis, chocolate fudge, wine barrel, narcissus, tangerine zest in aroma and cup. Sweetly tart with vibrant, juicy acidity; very full, syrupy mouthfeel. The fragrant finish suggests a barrel room full of red wine in process."
Ethiopia Guji Anaerobic,Big Shoulders Coffee,Medium-Light,United States,Guji Zone,Oromia Region,7.35,94,21-May,"Tropical fruit-driven, resonantly aromatic. Lychee, guava, cocoa nib, freesia-like flowers, cedar in aroma and cup. Sweet-tart structure with high-toned acidity; plush, satiny-smooth mouthfeel. The finish centers around notes of lychee and freesia with cocoa undertones."
Maypop,Lina Premium Coffee,Medium-Light,United States,Risaralda,Colombia,7.35,94,21-May,"High-toned, juicy-bright. Pineapple, cocoa nib, lemon verbena, myrrh, narcissus in aroma and cup. Sweet-tart structure with bold, balanced acidity; syrupy-smooth mouthfeel. Fruit- and cocoa-toned finish supported by narcissus-like floral notes."
Norte Peru,JBC Coffee Roasters,Medium-Light,United States,Jaén Province,Cajamarca Region,4.64,93,21-May,"Crisply sweet, rich-toned. Baking chocolate, almond butter, honeysuckle, red grape, maple syrup in aroma and cup. Deeply sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. Baking chocolate and red grape complicate the quiet, nut-toned finish."
Trivarietal,Lina Premium Coffee,Medium-Light,United States,Risaralda,Colombia,7.28,90,21-May,"Crisply sweet, cocoa toned. Cocoa powder, date, oak, magnolia, hint of cinnamon in aroma and cup. Sweet-toned structure with pert acidity; velvety mouthfeel. The finish consolidates to notes of magnolia and oak."
La Soledad Colombia,JBC Coffee Roasters,Medium-Light,United States,Urrao,Antioquia Department,7.94,94,21-May,"Crisply sweet, complex, cocoa- and floral-toned. Cocoa nib, star jasmine, plum, tangerine zest, agave syrup in aroma and cup. Vibrantly sweet structure with juicy-bright acidity; plush, syrupy mouthfeel. Chocolaty finish with undertones of plum and tangerine zest."
Fjord Espresso Blend,Café Hubert Saint-Jean,Medium,Canada,Peru,Ethiopia,5.73,92,21-May,"Evaluated as espresso. Roast-rounded, chocolaty. Dark chocolate, gardenia, gently scorched cedar, molasses, prune in aroma and small cup. Viscous, creamy mouthfeel; chocolaty, slightly smoky finish. In three parts milk, floral and chocolate notes preside. "
Natural Mexico Ixhuatlan del Cafe,Ming's Coffee Playroom,Light,Taiwan,Veracruz,Mexico,6.4,93,21-May,"Vibrant, gently fruit-toned. Dried apricot, lemon drop, freesia-like flowers, oak, honey in aroma and cup. Sweetly tart structure with brisk acidity; full, satiny-smooth mouthfeel. The resonant finish consolidates to notes of lemon balm and honey, supported by fresh-cut oak."
Nicaragua Yellow Pacamara Natural,Paradise Roasters,Light,United States,Matagalpa,Nicaragua,26.41,94,21-Jun,"Richly sweet-tart, fruit-driven. Dried apricot, almond nougat, clove, freesia-like flowers, lemon verbena in aroma and cup. Sweet-toned structure with complex tart and savory undertones and juicy, bright acidity; nectar-like mouthfeel. The crisp, fruit-forward finish centers around notes of dried apricot and almond nougat."
Papua New Guinea Sigri Estate Medium Roast,Raggiana Coffee,Medium-Light,United States,Western Highlands,Papua New Guinea,4.7,92,21-Jun,"Sweet, richly nut-toned. Cashew butter, cocoa nib, pear, thyme, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; crisp, satiny mouthfeel. Quiet, inviting finish centered around notes of cashew and pear with undertones of cedar."
Ethiopia West Arsi Nensebo Natural G1,Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Guji Zone,Southern Ethiopia,7.05,95,21-Jun,"Delicately berry-toned with savory impulses. Dried strawberry, honey, star jasmine, fresh-cut cedar, macadamia nut in aroma and cup. Sweet-savory structure with vibrant, lively acidity; very full, syrupy-smooth mouthfeel. Resonant, rich finish redolent of strawberry and star jasmine."
Pamma Classic Blend Espresso,Pamma Coffee,Medium,Taiwan,Ethiopia,Colombia,2.48,91,21-Jun,"Evaluated as espresso. Chocolaty and floral-toned. Cocoa powder, gardenia, raisin, fresh-cut fir, molasses in aroma and small cup. Velvety mouthfeel; crisp, chocolaty finish with undertones of molasses and fresh-cut fir. In three parts milk, a sweet earthiness surfaces that, combined with persistent cocoa tones, pleasingly complicates the cup."
Ethiopia Sidama Bona Sweet Natural,Pro Aroma Enterprise Coffee,Light,Taiwan,Sidamo Zone,Oromia Region,5.88,94,21-Jun,"Brightly sweet-tart, fruit-toned. Mango, sandalwood, toffee, cocoa nib, spicy freesia-like flowers in aroma and cup. Tart-leaning structure with crisp, high-toned acidity; syrupy-smooth mouthfeel. Fruit-and floral-toned finish with sandalwood undertones."
Congo Square,Three Keys Coffee,Medium-Light,United States,South Kivu Growing Region,Democratic Republic Of The Congo,5.88,94,21-Jun,"High-toned, resinously nutty, intensely sweet. Wild honey, plum, magnolia, mesquite, pistachio in aroma and cup. Sweet-tart structure with savory-leaning acidity; viscous, nectar-like mouthfeel. Gentle, sweetly rich finish with notes of wild honey, pistachio and mesquite into the long."
Rwanda Rulindo Tumba,Big Creek Coffee Roasters,Medium-Light,United States,Northern Province,Rwanda,5,94,21-Jun,"Richly floral, cocoa-toned. Narcissus, cocoa nib, tangerine, fresh-cut oak, date in aroma and cup. Crisply sweet-savory with gentle but vibrant acidity; supple, syrupy mouthfeel. Finish consolidates to cocoa nib and tangerine with hints of narcissus."
Tanzania Sambewe,Roadmap CoffeeWorks,Medium-Light,United States,Songwe Region,Mbozi District,4.98,94,21-Jun,"High-toned, richly sweet, layered and complex. Mulberry, cocoa nib, myrrh, star jasmine, almond brittle in aroma and cup. Juicy-bright structure with citrusy acidity; very full, syrupy-smooth mouthfeel. Resonant, floral, cocoa-toned finish. "
Rwanda Kinini Village Natural,PT's Coffee Roasting Co.,Medium-Light,United States,Northern Province,Rwanda,6.32,94,21-Jun,"Juicy-sweet, fruit-forward. Blueberry pie, pink grapefruit zest, lilac, sandalwood, cocoa nib in aroma and cup. Richly sweet with bright, floral acidity; lush, satiny mouthfeel. The resonant finish centers around blueberry and sandalwood notes with pink grapefruit undertones."
Tanzania Peaberry,Volcanica Coffee,Medium-Light,United States,Ngorongoro Crater Region,Northern Tanzania,3.97,94,21-Jun,"Sweetly pungent, floral and crisply fruit-toned. Black currant, pink grapefruit zest, honeysuckle, baking chocolate, oak in aroma and cup. Sweetly savory in structure with light-footed acidity; very creamy, ebullient mouthfeel. The sweet finish leads with notes of pink grapefruit zest and baking chocolate with hints of honeysuckle."
Rwanda Dukunde Kawa,Black Oak Coffee Roasters,Medium-Light,United States,Gakenke Growing Region,Rwanda,5.14,93,21-Jun,"Chocolaty, richly wood-framed. Strawberry, dark chocolate, fresh-cut cedar, lily, molasses in aroma and cup. Sweetly savory with round, vibrant acidity; plush, buoyant mouthfeel. The richly bittersweet finish leads with dark chocolate notes in the short, settling into molasses and fresh-cut cedar in the long."
Burundi Mikuba Honey Microlot 1,Olympia Coffee,Light,United States,Kayanza State,Burundi,6.61,93,21-Jun,"Deeply sweet, round, balanced. Apricot, baking chocolate, freesia-like flowers, cedar, maple syrup in aroma and cup. Crisply sweet structure with quietly lively acidity; buoyant, silky mouthfeel. Suggestions of baking chocolate and maple syrup support the cedar-toned finish."
Rwanda Simbi,Mamechamame Coffee,Light,Japan,Huye District,Rwanda,7.56,93,21-Jun,"Balanced, elegant, gently stated. Cocoa nib, pomegranate, fresh-tanned leather, wisteria, cashew in aroma and cup. Savory-leaning structure with tart underpinnings and brisk acidity; crisp, satiny mouthfeel. The finish consolidates to pomegranate and leather suggestions."
Rwanda Akagera CWS Fully Washed Lot 9,Kakalove Cafe,Medium-Light,Taiwan,Nyaruguru District,Rwanda,3.12,93,21-Jun,"Resonant, rich, multi-layered. Dark chocolate, hazelnut butter, tea rose, caramel, kumquat in aroma and cup. Balanced, bittersweet structure with round acidity; very full, creamy mouthfeel. Layered, flavor-saturated finish."
Burundi Kinyovu,Valverde Coffee Roasters,Medium,United States,Kayanza State,Burundi,5.64,92,21-Jun,"Sweetly roast-toned, chocolaty. Dark chocolate, lily, vanilla, dried fig, scorched cedar in aroma and cup. Bittersweet-savory structure; crisp yet velvety mouthfeel. Dark chocolate notes lead in the finish, rounding to dried fruit and vanilla notes in the long. "
Tanzania Ngila Estate SL28,Paradise Roasters,Light,United States,Ngorogoro,Tanzania,7.33,95,21-Jun,"Deep, complex, aromatically enticing. Red currant, almond brittle, hop flowers, pink grapefruit zest, molasses in aroma and cup. Richly bittersweet, balanced structure with elegant, bright acidity; very syrupy, viscous mouthfeel. Resonant, long, flavor-laden finish with appealing complexity."
Ethiopia Washed Sidama Nafasha 74158 21/01,Kakalove Cafe,Medium-Light,Taiwan,Sidama Zone,Oromia Region,4.11,96,21-Jun,"Lyrically sweet, intriguing tart, complexly savory. Mulberry, sage, bergamot, frankincense, apple blossom in aroma and cup. High-toned structure with delicately bright, multi-layered acidity; very viscous, plush mouthfeel. Resonant, flavor-laden finish, long and confident."
